regne,group1_inpn,group2_inpn,i_cd_ref,i_cd_nom_list,i_nom_valid,i_nb_cd_nom,f_cd_ref,f_cd_nom_list,f_nom_valid,f_nb_cd_nom,att_list,att_nb,media_nb,grappe_change,action,cas
Fungi,Ascomycètes,Lichens,59428,"[59428, 59428]","Caloplaca herbidella (Arnold) H.Magn., 1932",1,1041957,"[59428, 59428]","Blastenia herbidella (Hue) Servít, 1934",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,445260,"[445260, 971766]","Chorthippus vagans vagans (Eversmann, 1848)",2,971766,"[445260, 971766]","Gomphocerippus vagans vagans (Eversmann, 1848)",2,,,8,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660093,[660093],"Caloplaca placidia (A.Massal.) J.Steiner, 1916",1,1044225,[660093],"Variospora placidia (A.Massal.) Cl.Roux, 2022",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59636,"[59636, 666938]","Buellia badia (Fr.) A.Massal., 1853",2,666938,"[59636, 666938]","Monerolechia badia (Fr.) Kalb, 2004",2,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,658690,[658690],"Toninia athallina (Hepp) Timdal, 1991",1,57313,[658690],"Kiliasia athallina (Hepp) Hafellner, 1984",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,36525,[36525],"Inocybe squamata J.E.Lange, 1917",1,1043683,[36525],"Pseudosperma squamatum (J.E.Lange) Matheny & Esteve-Rav., 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Protozoa,Myxomycètes,Autres,51064,[51064],"Physarum contextum (Pers.) Pers., 1801",1,1054066,[51064],"Nannengaella contexta (Pers.) J.M.García-Martín, J.C.Zamora & Lado, 2023",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58255,[58255],"Pertusaria corallina (L.) Arnold, 1861",1,980973,[58255],"Lepra corallina (L.) Hafellner, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,113321,[113321],"Physalis alkekengi L., 1753",1,81291,[113321],"Alkekengi officinarum Moench, 1802",1,"[107, 106, 108]",3,10,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,718210,"[143701, 718210]","Aquilegia vulgaris subsp. subalpina (Boreau) B.Bock, 2012",2,618792,"[143701, 718210]","Aquilegia subalpina Boreau, 1857",2,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,464555,[464555],"Inocybe guttulifera Kühner, 1988",1,1043692,[464555],"Pseudosperma guttuliferum (Kühner) Matheny & Esteve-Rav., 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,32916,"[32916, 32918]","Rhodocybe hirneola (Fr.) P.D.Orton, 1960",2,32918,"[32916, 32918]","Clitopilopsis hirneola (Fr.) Kühner ex Konrad & Maubl., 1949",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59587,[59587],"Teloschistes contortuplicatus (Ach.) Clauzade & Rondon, 1962",1,913207,[59587],"Seirophora contortuplicata (Ach.) Frödén, 2004",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58212,[58212],"Pertusaria melanochlora (DC.) Nyl., 1872",1,980995,[58212],"Lepra melanochlora (DC.) Hafellner, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,134666,"[117020, 134663, 134666, 139699, 139700, 962168]","Ficaria verna subsp. grandiflora (Robert) Hayek, 1924",6,98649,"[117020, 134663, 134666, 139699, 139700, 962168]","Ficaria grandiflora Robert, 1838",6,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58407,[58407],"Aspicilia intermutans (Nyl.) Arnold, 1887",1,1052357,[58407],"Aspiciliella intermutans (Nyl.) M.Choisy, 1932",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,658748,"[658748, 662027]","Strigula ziziphi (A.Massal.) Cl.Roux & Sérus., 2004",2,1042393,"[658748, 662027]","Dichoporis ziziphi (A.Massal.) S.H.Jiang, Lücking & Sérus., 2020",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58031,[58031],"Sarcogyne regularis var. decipiens (A.Massal.) N.S.Golubk., 1977",1,1053875,[58031],"Sarcogyne pruinosa var. decipiens Zahlbr., 1927",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59313,[59313],"Fulgensia fulgida (Nyl.) Szatala, 1938",1,979203,[59313],"Gyalolechia fulgida (Nyl.) Søchting, Frödén & Arup, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,184775,[184775],"Silphidae Latreille, 1806",1,1049035,[184775],"Silphinae Latreille, 1806",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,658753,[658753],"Strigula minor (Vězda) Cl.Roux & Sérus., 2000",1,1042386,[658753],"Dichoporis minor (Vězda) Cl.Roux, 2023",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,130387,"[111202, 130387]","x Orchidactyla speciosissima (Wettst. & Sennholz) Borsos & Soó, 1966",2,138396,"[111202, 130387]","Orchis mascula subsp. speciosa (Mutel) Hegi, 1909",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,162236,[162236],"Anacamptis x yvesii (Verg.) F.M.Vázquez, 2015",1,1054115,[162236],"Anacamptis x nicodemi nothosubsp. yvesii (Verg.) J.M.H.Shaw, 2017",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,229797,[229797],"Coelichneumon deliratorius (Linnaeus, 1758)",1,849814,[229797],"Ichneumon deliratorius Linnaeus, 1758",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Mollusques,Gastéropodes,163098,[163098],"Discus rotundatus rotundatus (O.F. Müller, 1774)",1,1044195,[163098],"Gonyodiscus rotundatus rotundatus (O.F. Müller, 1774)",1,,,6,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,659438,"[659438, 954506]","Lichenostigma rugosum G.Thor, 1985",2,954506,"[659438, 954506]","Lichenothelia rugosa (G.Thor) Ertz & Diederich, 2014",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,55598,[55598],"Cyphelium notarisii (Tul.) Blomb. & Forssell, 1880",1,1042159,[55598],"Calicium notarisii (Tul.) M.Prieto & Wedin, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660017,"[59024, 660017]","Tuckermanopsis chlorophylla (Willd.) Hale, 1987",2,983959,"[59024, 660017]","Nephromopsis chlorophylla (Willd.) Divakar, A.Crespo & Lumbsch, 2017",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660303,[660303],Aspicilia coronata (A.Massal.) Anzi,1,1049672,[660303],"Circinaria coronata (A.Massal.) Wirth, Hauck & M.Schultz, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,42790,[42790],"Hydnum albidum Peck, 1887",1,1043569,[42790],"Hydnum pallidum Raddi, 1807",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660667,[660667],"Sarcogyne regularis var. regularis Körb., 1855",1,983289,[660667],"Sarcogyne pruinosa (Ach.) A.Massal., 1854",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,50086,[50086],"Tricharina praecox (P.Karst.) Dennis, 1971",1,1043731,[50086],"Ascorhizoctonia praecox Chin S.Yang & Korf, 1985",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,658657,[658657],"Tubeufia heterodermiae Etayo, 2002",1,1048230,[658657],"Lichenotubeufia heterodermiae (Etayo) Etayo, 2017",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,35475,[35475],"Cortinarius purpurascens Fr., 1838",1,1056572,[35475],"Thaxterogaster purpurascens (Fr.) Niskanen & Liimat., 2022",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,465132,[465132],Mycena subexscissa (P.Karst.) Sacc.,1,31505,[465132],"Mycena subexcisa (P.Karst.) Sacc., 1891",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,151222,"[121080, 151222]","Saxifraga cymbalaria var. huetiana (Boiss.) Engl. & Irmsch., 1916",2,121033,"[121080, 151222]","Saxifraga cymbalaria L., 1753",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,464554,[464554],"Inocybe fulvipes Kühner, 1988",1,1043670,[464554],"Mallocybe fulvipes (Kühner) Matheny & Esteve-Rav., 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37440,[37440],"Psathyrella candolleana (Fr.) Maire, 1937",1,1043522,[37440],"Candolleomyces candolleanus (Fr.) D.Wächt. & A.Melzer, 2020",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58992,"[58992, 980395]","Melanelia panniformis (Nyl.) Essl., 1978",2,980395,"[58992, 980395]","Montanelia panniformis (Nyl.) Divakar, A.Crespo, Wedin & Essl., 2012",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,35412,[35412],"Cortinarius porphyropus (Alb. & Schwein.) Fr., 1838",1,1056640,[35412],"Thaxterogaster porphyropus (Alb. & Schwein.) Niskanen & Liimat., 2022",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,57556,[57556],"Rhizocarpon lecanorinum subsp. drepanodes (Feuerer) Clauzade & Cl.Roux, 1985",1,661857,[57556],"Rhizocarpon drepanodes Feuerer, 1978",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37461,[37461],"Psathyrella chondroderma (Berk. & Broome) A.H.Sm., 1941",1,1041995,[37461],"Psathyrella pertinax (Fr.) Örstadius, 2007",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,36466,[36466],"Inocybe orbata Malençon, 1970",1,1043695,[36466],"Pseudosperma orbatum (Malençon) Matheny & Esteve-Rav., 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59408,[59408],"Caloplaca holocarpa (Hoffm.) A.E.Wade, 1965",1,913197,[59408],"Athallia holocarpa (Hoffm.) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58263,[58263],"Pertusaria excludens Nyl., 1885",1,1042774,[58263],"Lepra excludens (Nyl.) Hafellner, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,245409,"[245409, 726283]","Nemapogon granella (Linnaeus, 1758)",2,1050324,"[245409, 726283]","Nemapogon granellus (Linnaeus, 1758)",2,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,464757,[464757],"Inocybe umbrinofusca Kühner, 1988",1,1043676,[464757],"Mallocybe umbrinofusca (Kühner) Matheny & Esteve-Rav., 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,47899,[47899],"Hyaloscypha britannica Huhtinen, 1990",1,1043922,[47899],"Eupezizella britannica (Huhtinen) T.Kosonen, Huhtinen & K.Hansen, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Protozoa,Myxomycètes,Autres,804568,[804568],"Comatricha rutilipedata H.Marx, 1999",1,1053961,[804568],"Macbrideola rutilipedata (H.Marx) G.Moreno, Seraoui, Mar.Mey. & López-Vill., 2023",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59405,"[59405, 977751]","Caloplaca congrediens (Nyl.) Zahlbr., 1930",2,977752,"[59405, 977751]","Pisutiella congrediens (Nyl.) S.Y.Kondr., Lőkös & Farkas, 2020",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660583,[660583],"Parmelia omphalodes subsp. pinnatifida (Kurok.) Skult, 1984",1,662502,[660583],"Parmelia pinnatifida Kurok., 1976",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,241107,[241107],"Stictocephala bisonia Kopp & Yonke, 1977",1,1047140,[241107],"Stictocephala alta (Walker, 1851)",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,32959,[32959],"Squamanita stangliana Bresinsky & Pfaff, 1969",1,1043466,[32959],"Rhodophana stangliana (Bresinsky & Pfaff) Vizzini, 2014",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660132,[660132],"Caloplaca coronata (Kremp. ex Körb.) J.Steiner, 1919",1,977754,[660132],"Flavoplaca coronata (Kremp.ex Körb.) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,461517,[461517],"Cortinarius muricinicolor Moënne-Locc., 1996",1,1056489,[461517],"Phlegmacium muricinicolor (Moënne-Locc.) Niskanen & Liimat., 2022",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,36347,[36347],"Inocybe geraniodora J.Favre, 1955",1,1043638,[36347],"Inosperma geraniodorum (J.Favre) Matheny & Esteve-Rav., 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Protozoa,Myxomycètes,Autres,51108,[51108],"Physarum mutabile (Rostaf.) G.Lister, 1911",1,1054069,[51108],"Craterium crateriachea (Lister) J.M.García-Martín, J.C.Zamora & Lado, 2023",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66142,"[66142, 971798]","Chorthippus biguttulus biguttulus (Linnaeus, 1758)",2,971798,"[66142, 971798]","Gomphocerippus biguttulus biguttulus (Linnaeus, 1758)",2,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,103768,"[103768, 789985]","Iris perrieri Simonet ex P.Fourn., 1935",2,610886,"[103768, 789985]","Iris perrieri Simonet ex N.Service, 2003",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,116450,[82632],"Pulsatilla montana (Hoppe) Rchb., 1832",1,139520,[82632],"Pulsatilla pratensis subsp. montana (Hoppe) Nyman, 1878",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Protozoa,Myxomycètes,Autres,50999,[50999],"Mucilago crustacea P.Micheli ex F.H.Wigg., 1780",1,1054070,[50999],"Didymium spongiosum (Leyss.) J.M.García-Martín, J.C.Zamora & Lado, 2023",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Bryophytes,Mousses,5295,"[5295, 5297]","Didymodon sinuosus (Mitt.) Delogne, 1873",2,1078945,"[5295, 5297]","Husnotiella sinuosa (Mitt.) J.A.Jiménez & M.J.Cano, 2021",2,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66140,"[66140, 971792]","Chorthippus brunneus brunneus (Thunberg, 1815)",2,971792,"[66140, 971792]","Gomphocerippus brunneus brunneus (Thunberg, 1815)",2,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,461980,"[36108, 461980]","Hebeloma clavulipes Romagn., 1965",2,1043294,"[36108, 461980]","Hebeloma discomorbidum (Peck) Peck, 1911",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660125,[660125],"Caloplaca diphyodes (Nyl.) Jatta, 1900",1,1046058,[660125],"Kuettlingeria diphyodes (Nyl.) Frolov & Vondrák, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,55637,[55637],"Arthonia dispersa (Schrad.) Nyl., 1861",1,992763,[55637],"Naevia dispersa (Schrad.) Thiyagaraja, Lücking & K.D.Hyde, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66134,"[66134, 971768]","Chorthippus vagans (Eversmann, 1848)",2,971768,"[66134, 971768]","Gomphocerippus vagans (Eversmann, 1848)",2,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,245412,[245412],"Nemapogon ruricolella (Stainton, 1849)",1,1050337,[245412],"Nemapogon ruricolellus (Stainton, 1849)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660015,[660015],"Flavocetraria cucullata (Bellardi) Kärnefelt & A.Thell, 1994",1,979188,[660015],"Nephromopsis cucullata (Bellardi) Divakar, A.Crespo & Lumbsch, 2017",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,610429,[832982],"Parnassius mnemosyne parmenides Fruhstorfer, 1908",1,1042439,[832982],"Parnassius turatii parmenides Fruhstorfer, 1908",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,470034,[470034],"Psilocybe subviscida var. velata Noordel. & Verduin, 1999",1,1043463,[470034],"Deconica subviscida var. velata (Noordel. & Verduin) Noordel., 2009",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66138,"[66138, 971791]","Chorthippus brunneus (Thunberg, 1815)",2,971791,"[66138, 971791]","Gomphocerippus brunneus (Thunberg, 1815)",2,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,55480,[55480],"Strigula affinis (A.Massal.) R.C.Harris, 1980",1,1044124,[55480],"Swinscowia affinis (A.Massal.) S.H.Jiang, Lücking & Sérus., 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660604,"[57674, 660604]","Cladonia arbuscula subsp. mitis (Sandst.) Ruoss, 1987",2,57674,"[57674, 660604]","Cladonia mitis Sandst., 1918",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
