table_name,cd_nom,nom_complet,nb_occurence,plus_recente_diffusion,cd_nom_remplacement,cd_raison_suppression
taxonomie.bib_noms,134199,"Erigeron acer subsp. acer L., 1753",1,9.0,612619,1
taxonomie.bib_noms,137347,"Linaria vulgaris subsp. perrieri (Rouy) Rouy, 1910",1,9.0,619867,1
taxonomie.bib_noms,137835,"Minuartia recurva subsp. juressi (Willd. ex Schltdl.) Mattf., 1921",1,9.0,,3
taxonomie.bib_noms,159642,Elaeagnus x submacrophylla Thunb.,1,9.0,611221,1
taxonomie.bib_noms,436045,"Bryum schleicheri var. latifolium (Schwägr.) Schimp., 1876",1,9.0,,2
taxonomie.bib_noms,436047,"Bryum turbinatum var. latifolium (Schwägr.) Bruch & Schimp., 1839",1,9.0,,2
taxonomie.bib_noms,463664,Pucciniastrum circaeae (G. Winter) De Toni,1,9.0,463673,1
taxonomie.bib_noms,463887,Uromyces armeriae Kickx,1,9.0,463867,1
taxonomie.bib_noms,464912,Puccinia gentianae Röhling,1,9.0,464913,1
taxonomie.bib_noms,611982,"Vicia tetrasperma subsp. gracilis (Loisel.) Hook.f., 1870",1,9.0,142242,1
taxonomie.bib_noms,613650,Centaurea jacea var. decipiens ,1,9.0,89579,1
taxonomie.bib_noms,613655,Centaurea jacea var. nigra ,1,9.0,89653,1
taxonomie.bib_noms,613771,"Agrostis capillaris f. pumila L., 1767 L., 1767",1,9.0,80713,1
taxonomie.bib_noms,637815,Mentha rotundifolia auct.,1,9.0,108151,1
taxonomie.bib_noms,773798,"Nasturtium officinale R.Br., 1812",1,9.0,109422,1
taxonomie.bib_noms,787051,"Brachythecium tauriscorum Molendo, 1866",1,9.0,,2
taxonomie.bib_noms,788037,"Homalothecium mandonii (Mitt.) Geh., 1886",1,9.0,,2
taxonomie.bib_noms,921710,"Granatum puniceum St.-Lag., 1880 [orth. var.]",1,15.0,100572,1
taxonomie.bib_noms,956743,"Ptychostomum schleicheri var. latifolium (Schwägr.) D.Bell & Holyoak, 2020",1,15.0,,2
