cd_nom	taxa_name	level_1_alp	level_1_mc
786428	Fuscocephaloziopsis leucantha (Spruce) Vána & L.Söderstr., 2013	1	0
786430	Fuscocephaloziopsis connivens (Dicks.) Vána & L.Söderstr., 2013	1	0
786431	Bartramia rosamrosiae Damayanti, J.Muñoz, J.-P.Frahm & D.Quandt	1	1
786432	Biantheridion undulifolium (Nees) Konstant. & Vilnet	1	1
786435	Lophozia guttulata (Lindb. & S.W.Arnell) A.Evans	1	0
786436	Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.	1	1
786438	Braunia imberbis (Sm.) N.Dalton & D.G.Long	1	1
786441	Mannia gracilis (F.Weber) Schill & D.G.Long	1	1
786443	Mesoptychia bantriensis (Hook.) L.Söderstr. & Vána	0	1
786445	Mesoptychia heterocolpos (Thed. ex Hartm.) L.Söderstr. & Vána	1	1
786448	Microeurhynchium pumilum (Wilson) Ignatov & Vanderp.	1	0
786452	Obtusifolium obtusum (Lindb.) S.W.Arnell	1	1
786454	Nogopterium gracile (Hedw.) Crosby & W.R.Buck	1	0
786456	Lophoziopsis longidens (Lindb.) Konstant. & Vilnet, 2009	1	0
786457	Lophoziopsis excisa (Dicks.) Konstant. & Vilnet, 2009	1	0
786459	Philonotis capillaris Lindb.	1	1
786465	Ptychostomum zieri (Hedw.) Holyoak & N.Pedersen	1	1
786466	Ptychostomum torquescens (Bruch & Schimp.) Ros & Mazimpaka	1	1
786470	Ptychostomum donianum (Grev.) Holyoak & N.Pedersen	1	0
786472	Ptychostomum cyclophyllum (Schwägr.) J.R.Spence	1	0
786473	Ptychostomum creberrimum (Taylor) J.R.Spence & H.P.Ramsay	1	0
786478	Hydrogonium croceum (Brid.) Jan Kucera, 2013	1	0
786482	Schistochilopsis opacifolia (Culm. ex Meyl.) Konstant.	1	1
786486	Neoorthocaulis attenuatus (Mart.) L.Söderstr., De Roo & Hedd.	1	1
786493	Streblotrichum commutatum (Jur.) Hilp.	1	0
786509	Tortula muralis subsp. obtusifolia (SchwÃ¤gr.) Culm.	1	1
786514	Jungermannia exsertifolia subsp. cordifolia (Dum.) VÃ¡na	1	1
786520	Fissidens bryoides var. gymnandrus (Buse) R.Ruthe	1	0
791744	Hydrogonium amplexifolium (Mitt.) P.C.Chen	1	0
809163	Arvernella microclada Hugonnot & HedenÃ¤s, 2015	1	1
