cd_nom	taxa_name	level_1_alp	level_1_mc	level_2_alp	level_2_mc
94136	Cytisus lotoides Pourr., 1788	0	0	1	0
97234	Erysimum ochroleucum (Schleich.) DC., 1805	0	0	1	0
117774	Ribes rubrum L., 1753	0	0	1	0
115041	Polystichum aculeatum (L.) Roth, 1799	0	0	1	0
131858	Asplenium trichomanes subsp. pachyrachis (H.Christ) Lovis & Reichst., 1980	0	0	0	1
111556	Orobanche gracilis Sm., 1798	0	0	0	1
122837	Serapias vomeracea (Burm.f.) Briq., 1910	0	0	0	1
93828	Cynoglossum creticum Mill., 1768	0	0	0	1
89940	Cephalaria leucantha (L.) Schrad. ex Roem. & Schult., 1818	0	0	0	1
105814	Leucanthemum subglaucum De Laramb., 1861	0	0	0	1
126552	Thymus nitens Lamotte, 1881	0	0	0	1
133970	Dryopteris affinis subsp. cambrensis Fraser-Jenk., 1987	0	0	0	1
100584	Groenlandia densa (L.) Fourr., 1869	0	0	0	1
119587	Rumex scutatus L., 1753	0	0	0	1
130820	Adenocarpus complicatus subsp. complicatus (L.) J.Gay, 1836	0	0	0	1
82796	Antennaria dioica (L.) Gaertn., 1791	0	0	0	1
129904	Viscaria vulgaris Bernh., 1800	0	0	0	1
116754	Quercus pyrenaica Willd., 1805	0	0	0	1
99390	Galium boreale L., 1753	0	0	0	1
87269	Calamagrostis phragmitoides Hartm., 1843	0	0	0	1
93075	Crepis lampsanoides (Gouan) Tausch, 1828	0	0	0	1
109861	Oenanthe aquatica (L.) Poir., 1798	0	0	0	1
88916	Carex tomentosa L., 1767	0	0	0	1
718706	Knautia basaltica var. basaltica Chass. & Szabó, 1934	0	0	0	1
99552	Galium sylvaticum L., 1762	0	0	0	1
717574	Stuckenia pectinata (L.) Börner, 1912	0	0	0	1
109676	Noccaea montana (L.) F.K.Mey., 1973	0	0	0	1
122563	Senecio cacaliaster Lam., 1779	0	0	0	1
126078	Thalictrum aquilegiifolium L., 1753	0	0	0	1
96695	Erica tetralix L., 1753	0	0	0	1
81190	Alchemilla vetteri Buser, 1896	0	0	0	1
140616	Saxifraga cuneifolia subsp. robusta D.A.Webb, 1988	0	0	0	1
99378	Galium aristatum L., 1762	0	0	0	1
717729	Arabidopsis cebennensis (DC.) O'Kane & Al-Shehbaz	0	0	0	1
788791	Hieracium juranum Rapin, 1842	0	0	0	1
96566	Equisetum x moorei Newman, 1854	0	0	0	1
108477	Mibora minima (L.) Desv., 1818	0	0	0	1
124771	Stachys germanica L., 1753	0	0	0	1
128667	Verbascum virgatum Stokes, 1787	0	0	0	1
100640	Gymnocarpium robertianum (Hoffm.) Newman, 1851	0	0	0	1
