regne,group1_inpn,group2_inpn,i_cd_ref,i_cd_nom_list,i_nom_valid,i_nb_cd_nom,f_cd_ref,f_cd_nom_list,f_nom_valid,f_nb_cd_nom,att_list,att_nb,media_nb,grappe_change,action,cas
Plantae,Trachéophytes,Angiospermes,108604,[108604],"Minuartia mediterranea (Ledeb. ex Link) Maly, 1908",1,119748,[108604],"Sabulina mediterranea (Ledeb. ex Link) Rchb., 1842",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,121552,[121552],"Schoenoplectus mucronatus (L.) Palla, 1888",1,976160,[121552],"Schoenoplectiella mucronata (L.) J.Jung & H.K.Choi, 2010",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,122218,[122218],"Sedum ochroleucum Chaix, 1785",1,973446,[122218],"Petrosedum ochroleucum (Chaix) Niederle, 2014",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,124306,[124306],"Sorbus aria (L.) Crantz, 1763",1,83732,[124306],"Aria edulis (Willd.) M.Roem., 1847",1,,,5,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,32498,[32498],"Melanoleuca kuehneri var. iris (Kühner) Bon, 1988",1,32497,[32498],"Melanoleuca iris Kühner, 1956",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,124350,[124350],"Sorbus x ambigua (Michalet ex Decne.) Nyman ex Hedl., 1901",1,975652,[124350],"Majovskya x ambigua (Michalet ex Decne.) Sennikov & Kurtto, 2017",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,32926,[32926],Rhodocybe mundula (Lasch : Fr.) Singer,1,995415,[32926],"Clitocella mundula (Lasch) Kluting, T.J.Baroni & Bergemann, 2014",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,33392,[33392],Tricholoma sulfurescens Bres.,1,1001789,[33392],"Tricholoma sulphurescens Bres., 1905",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,124528,[124528],"Spergula rubra (L.) D.Dietr., 1840",1,124578,[124528],"Spergularia rubra (L.) J.Presl & C.Presl, 1819",1,,,6,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,246892,[246892],"Caryocolum alsinella (Zeller, 1868)",1,980564,[246892],"Caryocolum alsinellum (Zeller, 1868)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,246895,[246895],"Caryocolum vicinella (Douglas, 1851)",1,980589,[246895],"Caryocolum vicinellum (Douglas, 1851)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,462910,[462910],"Cortinarius impennoides Bidaud, P. Moënne-Loccoz & Reumaux",1,463123,[462910],"Cortinarius aptecohaerens Rob.Henry, 1983",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,35488,[35488],Cortinarius quercilicis (Chevassut & R. Henry) R. Henry,1,35490,[35488],"Cortinarius quercus-ilicis (Chevassut & Rob.Henry) Melot, 1989",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37355,[37355],"Coprinus romagnesianus Singer, 1951",1,510343,[37355],"Coprinopsis romagnesiana (Singer) Redhead, Vilgalys & Moncalvo, 2001",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660074,"[59555, 660074]",Caloplaca tenuata (Nyl.) H.Olivier,2,59555,"[59555, 660074]","Caloplaca tenuata (Nyl.) Zahlbr., 1931",2,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660311,"[58440, 58440]",Aspicilia aquatica (Fr.) Körb. [nom cons.],1,58440,"[58440, 58440]","Aspicilia aquatica (Fr.) Körb., 1855",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,41064,[41064],"Ramaria myceliosa (Peck) Corner, 1950",1,995395,[41064],"Phaeoclavulina myceliosa (Peck) Franchi & M.Marchetti, 2018",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,43002,[43002],Hyphodontia rimosissima (Peck) Gilbertson,1,995001,[43002],"Xylodon rimosissimus (Peck) Hjortstam & Ryvarden, 2009",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Ptéridophytes,717073,[717073],"Allosorus tinaei (Tod.) Christenh., 2012",1,959234,[717073],"Oeosporangium tinaei (Tod.) Fraser-Jenk., 2017",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,43503,[43503],Postia caesia (Schrad. : Fr.) P.Karst.,1,996344,[43503],"Cyanosporus caesius (Schrad.) McGinty, 1909",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,855233,[855233],Lophiostoma winteri (Sacc.) G. Winter,1,995068,[855233],"Lophiopoacea winteri (Sacc.) Thambug., Jayasiri, Kaz.Tanaka & K.D.Hyde, 2015",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,855644,[855644],Hypocrea citrina (Pers. : Fr.) Fr.,1,995003,[855644],"Trichoderma citrinum (Pers.) Jaklitsch, W.Gams & Voglmayr, 2014",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,856716,[856716],"Nectria decora (Wallr.) Fuckel, 1870",1,996922,[856716],"Flammocladiella decora (Wallr.) Lechat & J.Fourn., 2018",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,43575,[43575],"Postia subcaesia (A. David) Jülich, 1982",1,996356,[43575],"Cyanosporus subcaesius (A.David) B.K.Cui, L.L.Shen & Y.C.Dai, 2018",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,44259,[44259],Rigidoporus crocatus (Pat.) Ryvarden,1,1001793,[44259],"Physisporinus crocatus (Pat.) F.Wu, Jia J.Chen & Y.C.Dai, 2017",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,87652,[87652],"Campanula glomerata L., 1753",1,87652,"[87652, 132481, 132482]","Campanula glomerata L., 1753",3,,,4,cas3: f_cd_ref,Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,44916,[44916],"Trechispora alnicola (Bourdot & Galzin) Liberta, 1966",1,1002438,[44916],"Xenasmatella alnicola (Bourdot & Galzin) K.H.Larss. & Ryvarden, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,132481,[132481],"Campanula glomerata subsp. farinosa (Andrz.) Kirschl., 1851",1,87652,"[87652, 132481, 132482]","Campanula glomerata L., 1753",3,,,,cas3: f_cd_ref,Merge attributes if exists,merge
Fungi,Ascomycètes,Autres,49188,[49188],Peziza limnaea Maas Geesteranus,1,995206,[49188],"Legaliana limnaea (Maas Geest.) Van Vooren, 2020",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,132482,[132482],"Campanula glomerata subsp. glomerata L., 1753",1,87652,"[87652, 132481, 132482]","Campanula glomerata L., 1753",3,,,4,cas3: f_cd_ref,Merge attributes if exists,merge
Fungi,Ascomycètes,Lichens,58215,[58215],"Pertusaria amara var. flotowiana (Flörke) Erichsen, 1934",1,980962,[58215],"Pertusaria amara var. flotoviana (Flörke) Erichsen, 1934",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,82652,[82652],"Anemone pulsatilla L., 1753",1,116460,[82652],"Pulsatilla vulgaris Mill., 1768",1,,,9,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,31729,[31729],Clitocybe ericetorum (Bull. ?) Quél.,1,464328,"[31729, 464328]","Lichenomphalia umbellifera (L.) Redhead, Lutzoni, Moncalvo & Vilgalys, 2002",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,41032,[41032],Ramaria flaccida (Fr. : Fr.) Bourdot,1,995405,"[41032, 470053]","Phaeoclavulina flaccida (Fr.) Giachini, 2011",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Lichens,464328,[464328],"Lichenomphalia umbellifera (L. : Fr.) Redhead, Lutzoni, Moncalvo & Vilgalys",1,464328,"[31729, 464328]","Lichenomphalia umbellifera (L.) Redhead, Lutzoni, Moncalvo & Vilgalys, 2002",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,99487,[99487],"Galium obliquum Vill., 1785",1,997255,[99487],"Galium obliquum Vill., 1779",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,470053,[470053],Ramaria flaccida var. crispula (Fr. : Fr.) Schild,1,995405,"[41032, 470053]","Phaeoclavulina flaccida (Fr.) Giachini, 2011",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Animalia,Arthropodes,Insectes,246867,[246867],"Gelechia sabinellus (Zeller, 1839)",1,988603,[246867],"Gelechia sabinella (Zeller, 1839)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,462464,[462464],"Coprinus bipellis Romagn., 1976",1,510208,[462464],"Coprinellus bipellis (Romagn.) P.Roux, Guy García & Borgarino, 2006",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,463111,[463111],"Cortinarius adalberti J.Favre ex M.M.Moser, 1980",1,994442,[463111],"Cortinarius adalbertii J.Favre ex M.M.Moser, 1980",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,464280,[464280],Lyophyllum gangraenosum (Fr.) G. Gulden,1,976498,[464280],"Calocybe gangraenosa (Fr.) V.Hofst., Moncalvo, Redhead & Vilgalys, 2012",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,469905,[469905],Lepista nebularis f. alba (J.E. Lange),1,514647,[469905],"Clitocybe nebularis f. alba S.Imai, 1938",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,608022,[608022],"Anemone narcissiflora L., 1753 [nom. et orth. cons.]",1,82591,[608022],"Anemonastrum narcissiflorum (L.) Holub, 1973",1,,,6,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,857196,[857196],Trichopeziza elegantula (P.Karst.) Sacc.,1,995479,[857196],"Lasiobelonium elegantulum (P.Karst.) Šandová, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,861853,[861853],Scabropezia scabrosa (Cooke) Dissing & Pfister,1,882905,[861853],"Plicariella scabrosa (Cooke) Spooner, 2001",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,113378,"[113378, 138751]","Phyteuma globulariifolium Sternb. & Hoppe, 1818",2,113378,[113378],"Phyteuma globulariifolium Sternb. & Hoppe, 1818",1,,,,cas2,Keep attributes and medium,split
Fungi,Basidiomycètes,Autres,908227,"[43923, 908227]","Cabalodontia livida (Fr. ex Burt) Piątek, 2004",2,908227,[908227],"Cabalodontia livida (Fr. ex Burt) Piątek, 2004",1,,,,cas2,Keep attributes and medium,split
Plantae,Trachéophytes,Angiospermes,113378,"[113378, 138751]","Phyteuma globulariifolium Sternb. & Hoppe, 1818",2,138751,[138751],"Phyteuma globulariifolium subsp. pedemontanum (Rich.Schulz) Bech., 1956",1,,,,cas2,Loose attributes and medium now attach to 113378,split
Fungi,Basidiomycètes,Autres,33506,[33506],Entoloma bipelle Noordel. & Borgen,1,973713,[33506],"Entoloma bipellis Noordel. & T.Borgen, 1984",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,30585,[30585],Collybia butyracea (Bull. : Fr.) Kumm.,1,509948,[30585],"Rhodocollybia butyracea (Bull.) Lennox, 1979",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,31311,[31311],"Mycena leptophylla (Peck) Sacc., 1887",1,995505,[31311],"Atheniella leptophylla (Peck) Gminder & Böhning, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,31792,[31792],"Clitocybe lateritia J. Favre, 1955",1,994391,[31792],"Infundibulicybe lateritia (J.Favre) Vizzini & Contu, 2012",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,32925,[32925],"Rhodocybe melleopallens P.D. Orton, 1960",1,995417,[32925],"Rhodophana melleopallens (P.D.Orton) Kluting, T.J.Baroni & Bergemann, 2014",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37231,[37231],"Coprinus angulatus Peck, 1874",1,510197,[37231],"Coprinellus angulatus (Peck) Redhead, Vilgalys & Moncalvo, 2001",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37574,[37574],Psathyrella melanthina (Fr.) Moser ex Kits van Waveren,1,995243,[37574],"Coprinopsis melanthina (Fr.) Örstadius & E.Larss., 2015",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37622,[37622],"Phellinus punctatus (P.Karst.) Pilát, 1942",1,900328,[37622],"Fomitiporia punctata (P.Karst.) Murrill, 1947",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,41087,[41087],"Ramaria roellinii Schild, 1978",1,995410,[41087],"Phaeoclavulina roellinii (Schild) Giachini, 2011",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,43524,[43524],Postia hibernica (Berk. & Broome) Jülich,1,996357,[43524],"Cystidiopostia hibernica (Berk. & Broome) B.K.Cui, L.L.Shen & Y.C.Dai, 2018",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,43539,[43539],"Postia luteocaesia (A. David) Jülich, 1982",1,996350,[43539],"Cyanosporus luteocaesius (A.David) B.K.Cui, L.L.Shen & Y.C.Dai, 2018",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,49227,[49227],Peziza proteana f. sparassoides (Boud.) Korf,1,877774,[49227],"Daleomyces phillipsii (Massee) Seaver, 1942",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58006,[58006],Polysporina simplex (Davies) Vězda,1,1002639,[58006],"Acarospora privigna (Ach.) A.Schneid., 1898",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58428,[58428],Aspicilia contorta (Hoffm.) Kremp.,1,977139,[58428],"Circinaria contorta (Hoffm.) A.Nordin, Savić & Tibell, 2010",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,106575,[106575],"Lonicera nitida E.H.Wilson, 1911",1,998125,[106575],"Lonicera ligustrina var. yunnanensis Franch., 1896",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,108623,[108623],"Minuartia viscosa (Schreb.) Schinz & Thell., 1907",1,119756,[108623],"Sabulina viscosa (Schreb.) Rchb., 1832",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,120484,[120484],"Salix x pithoensis Rouy, 1904",1,120549,[120484],"Salix x subversifolia A.Camus & E.G.Camus, 1905",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,122254,[122254],"Sedum sediforme (Jacq.) Pau, 1909",1,112817,[122254],"Petrosedum sediforme (Jacq.) Grulich, 1984",1,,,7,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,124319,[124319],"Sorbus domestica L., 1753",1,92488,[124319],"Cormus domestica (L.) Spach, 1834",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,246890,[246890],"Caryocolum fischerella (Treitschke, 1833)",1,980576,[246890],"Caryocolum fischerellum (Treitschke, 1833)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,469329,[469329],Cortinarius calochrous var. caroli (Velen.) Moser ex Nezdoïminigo,1,973641,[469329],"Cortinarius callochrous var. caroli (Velen.) Nezdojm., 1983",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,867791,[867791],"Fabraea rosae (F.A.Wolf) Seaver, 1951",1,47065,[867791],"Diplocarpon rosae (Lib.) F.A.Wolf, 1912",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,890020,"[245526, 890020]","Rebelia plumella (Ochsenheimer, 1810)",2,988800,[245526],"Rebelia plumella surientella (Bruand, 1858)",1,,,,cas2,Loose attributes and medium now attach to 890020,split
Fungi,Basidiomycètes,Autres,908227,"[43923, 908227]","Cabalodontia livida (Fr. ex Burt) Piątek, 2004",2,43923,[43923],"Phlebia segregata (Bourdot & Galzin) Parmasto, 1967",1,,,,cas2,Loose attributes and medium now attach to 908227,split
Fungi,Basidiomycètes,Autres,464216,[464216],Tricholoma sulphureum (Bull. : Fr.) Kumm.,1,464216,"[464216, 470290]","Tricholoma sulphureum (Bull.) P.Kumm., 1871",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,470290,[470290],Tricholoma sulphureum var. coronarium (Pers.) Gillet,1,464216,"[464216, 470290]","Tricholoma sulphureum (Bull.) P.Kumm., 1871",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,36701,[36701],"Agrocybe cylindracea (DC. : Fr.) Maire, 1938",1,993698,[36701],"Cyclocybe cylindracea (DC.) Vizzini & Angelini, 2014",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37330,[37330],Coprinus niveus (Pers. : Fr.) Fr.,1,510315,[37330],"Coprinopsis nivea (Pers.) Redhead, Vilgalys & Moncalvo, 2001",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,39243,[39243],"Lactarius bertillonii (Neuhoff ex Z. Schaefer) Bon, 1979",1,994911,[39243],"Lactifluus bertillonii (Neuhoff ex Z.Schaef.) Verbeken, 2011",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,39391,[39391],Lactarius piperatus (L. : Fr.) Pers.,1,994907,[39391],"Lactifluus piperatus (L.) Roussel, 1806",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,43118,[43118],Inonotus radiatus (Sowerby : Fr.) P.Karst.,1,995012,[43118],"Mensularia radiata (Sowerby) Lázaro Ibiza, 1916",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,48170,[48170],Kotlabaea deformis (P.Karst.) Svrček,1,995018,[48170],"Byssonectria deformis (P.Karst.) U.Lindem. & M.Vega, 2015",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,49134,[49134],"Peziza coquandii Donadini, 1985",1,995195,[49134],"Phylloscypha coquandii (Donadini) Van Vooren, 2020",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,49630,[49630],Ramsbottomia macracantha (Boud.) Benkert & Schumach.,1,985853,[49630],"Ramsbottomia macrantha (Boud.) Benkert & T.Schumach., 1985",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,50073,[50073],Tricharina ascophanoides (Boud.) Yang & Korf,1,995473,[50073],"Cupulina ascophanoides (Boud.) Van Vooren, 2017",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,100905,[100905],"Helianthemum canum (L.) Baumg., 1816",1,981676,[100905],"Helianthemum oelandicum var. canescens (Hartm.) Fr., 1824",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,105680,[105680],"Lepidium squamatum Forssk., 1775",1,984396,[105680],"Lepidium coronopus (L.) Al-Shehbaz, 2004",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,124361,[124361],"Sorbus x hostii (J.Jacq. ex Host) Heynh., 1841",1,975658,[124361],"Normeyera x hostii (J.Jacq. ex Host) Sennikov & Kurtto, 2017",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,137855,[137855],"Minuartia verna subsp. verna (L.) Hiern, 1899",1,1000573,[137855],"Sabulina verna subsp. verna (L.) Rchb., 1832",1,,,5,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,142070,[142070],"Valeriana officinalis subsp. sambucifolia (J.C.Mikan ex Pohl) Čelak., 1871",1,998490,[142070],"Valeriana excelsa subsp. sambucifolia (J.C.Mikan ex Pohl) Holub, 1997",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37258,[37258],"Coprinus cothurnatus Godey, 1874",1,510236,[37258],"Coprinopsis cothurnata (Godey) Redhead, Vilgalys & Moncalvo, 2001",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,31485,[31485],Mycena speirea (Fr. : Fr.) Gillet,1,994015,[31485],"Phloeomana speirea (Fr.) Redhead, 2013",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37224,[37224],"Coprinus acuminatus (Romagn.) P.D. Orton, 1969",1,510194,[37224],"Coprinopsis acuminata (Romagn.) Redhead, Vilgalys & Moncalvo, 2001",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,462252,[462252],Diplomitoporus lindbladii (Berk.) Gilbertson & Ryvarden,1,41971,[462252],"Cinereomyces lindbladii (Berk.) Jülich, 1982",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,37385,[37385],Coprinus truncorum (Schaeff.) Fr.,1,510380,[37385],"Coprinellus truncorum (Scop.) Redhead, Vilgalys & Moncalvo, 2001",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
